경도,위도,설치기관명,설치위치
126.9879496,37.58158201,대동세무고등학교,경화당 1층 보건실 내부
126.9851785,37.58002838,서울재동초등학교,교무실 앞 복도
126.9881587,37.57663017,운현초등학교,1층 교무실 옆
127.0030976,37.58497032,동성중학교,교무실 옆 보건실
127.0005616,37.59156202,경신고등학교,본관1층 로비
127.0469703,37.65977179,창동쌍용아파트,관리동 1층
127.0298094,37.64510578,쌍문한양1차아파트,관리사무소 1층
127.0238625,37.65795515,방학우성1차아파트,경로당
127.0471334,37.66871667,도봉구의회,의회사무국 1층 복도
126.8196222,37.56575311,마곡엠밸리6단지(아),관리사무실
126.8475501,37.55812319,강서노인종합복지관,1층 로비
126.8589542,37.54829127,백석중학교,보건실
127.0103887,37.5833373,한성여중,보건실옆
127.1450817,37.55676296,명덕초등학교,1층 중앙현관
127.0737265,37.54254285,건국대학교,학생회관1층
126.96184,37.54250925,효창동주민센터,민원실 내
127.038831,37.65794036,도봉구보건소,7층 대강당 옆
126.9498166,37.53860162,마포초등학교,1층계단옆
126.9377818,37.54453528,신석초등학교,누리동1층 식당옆
126.9459983,37.54270849,염리초등학교,보건실
126.93481,37.55270393,경의선서강대역,고객지원실
126.929995,37.55591954,경의선홍대입구역,역사사무실앞
127.0319898,37.593111,종암중,보건실앞
127.0027448,37.59464338,홍대부중,보건실앞
126.9650748,37.54547273,숙명여대보건의료센터,순헌관 지하1층 보건의료센터(009호)
126.9071819,37.46240117,한울중학교,학교
126.8893425,37.5776673,상암월드컵파크4단지,407동 1층 승강기홀
127.0878282,37.62581739,비선아파트,(공릉2동) 경비3초소 내
127.0749157,37.65431182,원광초,(중계1동) 보건실 안
127.0027448,37.59464338,홍익대사대부속고등학교,1층보건실
127.1502481,37.55505902,배재고등학교,3층 로비
127.0658114,37.49400035,미도아파트,관리동 지하 1층
127.0382348,37.60916119,숭인초교,보건실
127.0482587,37.60698072,월곡중,1층 행정실 맞은편
127.1117113,37.47662799,강남한양수자인아파트,관리사무소
127.057742,37.48621378,서울개일초등학교,본관 1층 보건실 앞 복도
127.1142413,37.50179251,잠실여자고등학교,직접설치
127.1304553,37.50240282,오금공원테니스장,관리사무실
127.0932694,37.50169921,삼전초등학교,1층 중앙현관
127.1111188,37.50713665,송파초등학교,보건실 앞
127.0164292,37.64202343,수유대학약국,진열대 위
127.053346,37.49276798,서울대도초등학교,보건실 옆 현관 벽면
127.0914118,37.54758599,광진초등학교,1층 로비
127.0990834,37.55342953,동의초등학교,1층 중앙로비
126.8452039,37.50832006,양천고등학교,보건실 앞
126.8531328,37.55998993,마포고등학교,보건실
126.8531328,37.55998993,마포고등학교,2층 교무실 옆
127.1495812,37.54977642,명일여자고등학교,보건실 내
126.9756393,37.5176813,중경고등학교,1층 보건실 내
127.0420577,37.47126365,서울매헌초등학교,중앙현관
126.8714445,37.52095837,목동중학교,보건실
127.0131031,37.5937453,서울돈암초교,신관1층복도
127.0016082,37.6070086,북악중,본관1층 중앙현관
127.0078716,37.59174917,삼선중,3층교무실복도
126.8652091,37.51100074,서울교통공사신정차량사업소,검수팀 입출고실
127.0642426,37.63544431,극동건영벽산아파트,(하계2동) 관리사무소 내
127.0826347,37.54033095,건국대학교부속중학교,1층중앙현관
127.0857625,37.53054331,광양중학교,보건실 앞
126.9362773,37.57861017,서대문구보건소,구급차
126.9517777,37.59272346,인왕중학교,본관2층 체육관 옆
127.0312988,37.60847848,숭곡중,1층 중앙계단
127.0352968,37.59452281,숭례초교,보건실
127.0002536,37.5886356,서울혜화초등학교,보건실 옆 복도
127.0342548,37.61353041,종로태평양약국,약국입구
127.0332052,37.63732397,수송초등학교,보건실 출입문 좌측벽면
127.0860184,37.48631191,서울왕북초등학교,보건실
126.8071071,37.56433498,방화중학교,보건실 앞 복도
126.8531328,37.55998993,마포중학교,1층 중앙 복도
127.1178024,37.50525248,송파삼성래미안아파트,관리사무소 내
127.1304766,37.48083269,글마루도서관,출입문 옆
127.089867,37.51000082,영동일고등학교,학생식당 옆 계단실
127.1197418,37.53273471,영파여자고등학교,1층 중앙현관
127.1449343,37.48762386,거원초등학교,행정실 앞
127.1299329,37.49592336,송파중학교,1층 중앙현관
127.0882634,37.51470635,잠신고등학교,정보관1층 로비
127.0725585,37.5095669,정신여자중학교,홈베이스 앞
126.8102855,37.57680268,방화5단지(아),관리사무실
126.9538623,37.53942498,도화현대1차아파트,103동 1~2라인 로비
127.0364542,37.56236418,성동청소년수련관,지하1층 수영장 입구
127.0157872,37.54230893,옥정초등학교,본관 1층 보건실
127.0878036,37.51616992,잠신중학교,1층 중앙현관
127.1526301,37.49550698,마천초등학교,보건실 앞
127.0042973,37.57760015,서울사범대학부설여자중학교,보건실
126.995489,37.59179259,서울국제고등학교,기숙사C동 2층 사감실 옆
126.8909902,37.58112504,문화방송,경영센터1층 로비 경영센터입구 게이트입구
127.0034911,37.57268796,서울효제초등학교,본관1층 행정실 옆
126.8875517,37.57905674,상암중학교,보건실
127.1186747,37.50472542,송파삼성래미안아파트,남문 경비실
127.1204675,37.5083997,방산고등학교,2층 체육관 입구
127.1142413,37.50179251,일신여자상업고등학교,2층계단 앞 복도
127.1164252,37.50107678,가락고등학교,1층 중앙현관
127.0362075,37.63244695,번동중학교,1층 현관입구
127.016032,37.58660187,경동고,1층승강기옆
126.9538623,37.53942498,도화현대1차아파트,105동 1~2라인 로비
126.9538623,37.53942498,도화현대1차아파트,108동 3~4라인 로비
126.9538623,37.53942498,도화현대1차아파트,109동 3~4라인 로비
126.9084952,37.47546685,문성중학교,3층 3학년교무실내
126.8805448,37.47784579,서울가산디지털우체국,1층 창구
127.0689216,37.65260001,상계중,(상계2동) 행정실 앞
127.0698826,37.64783504,상명중,(중계2.3동) 상명중학교 중앙현관
127.0474796,37.6285579,신창중,(월계2동) 중앙현관
127.0643322,37.6605817,온곡중,(상계10동) 현관입구
127.0563642,37.62061089,광운전자공고,(월계1동) 광운전자공업고등학교 보건실 내
127.0727108,37.53479128,동자초등학교,행정실 맞은편(중앙현관)
127.0983075,37.54427153,양진초등학교,2층 교무실 옆
127.0711302,37.54437888,화양초등학교,보건실 옆
127.0449216,37.67727323,도봉역,도봉역 맞이방 고객지원실 푯말 옆
126.8829228,37.52179202,관악고등학교,1층 로비
127.0745082,37.62754924,공연초,(공릉1동) 보건실 앞 복도
127.0584582,37.67359491,노원초,(상계1동) 1층 행정실
127.0421258,37.56830886,마장중학교,1층 행정실 앞
127.0792278,37.5428195,구의중학교,중앙현관
127.0889811,37.56610784,용곡중학교,보건실 복도
127.0642755,37.62635514,삼호4차아파트,(월계3동) 35동 경비초소 입구
127.0191869,37.59767639,고명경영고등학교,제1교무실
126.9922399,37.52127135,서울서빙고초등학교,본관 1층 행정실 앞
126.9706867,37.52427551,용산파크타워,104동 3층 스포츠데스크
127.0011099,37.60921783,고대부중,1층현관
127.0191869,37.59767639,고명중,1층중앙현관
127.023722,37.47229591,서울우암초등학교,보건실 앞
127.0216457,37.61058896,미아초교,1층보건실앞
127.0667165,37.60958821,석관고,1층 중앙 현관
126.9572453,37.53875964,용문동주민센터,1층 민원실
127.0635387,37.62582396,삼호4차아파트,(월계3동) 34동 경비초소 입구
127.0851808,37.52938054,광양고등학교,본관1층 교무실 앞
126.8988165,37.55696372,마포구립망원청소년문화센터,1층 놀이터입구
127.0006203,37.56977599,종로광장전통시장,시장 내 나들이쉼터 2층 통로
126.9996015,37.58587496,명륜아남1차아파트,관리사무소
126.9702851,37.52158322,한가람아파트,관리사무소 입구
127.0884194,37.51275286,리센츠아파트,251동 관리사무소
126.909097,37.57589299,연희한양아파트,관리사무소 우측 벽면
126.9822349,37.52303803,국립중앙박물관,국립중앙박물관 어린이박물관 입구
126.8618768,37.50496016,센츄리아파트,센츄리아파트 후문 경비실
126.841114,37.49128563,오류푸르지오아파트,오류푸르지오아파트 정문경비초소내
127.0449043,37.66359276,방학브라운스톤아파트,1층 관리실
126.9307729,37.51269359,대방현대아파트,관리사무소입구
126.8360675,37.51350833,푸른마을2단지아파트,201동
127.129117,37.52906317,성내중학교,본관1층교무실옆
127.1128836,37.52543976,풍성중학교,제1교무실
127.1397329,37.47783436,송례중학교,A동1층 보건실옆
127.0764656,37.51138339,종합운동장역(9호선),안전관리실 정면
127.08494,37.63816301,노원구서비스공단,(공릉2동) 불암산축구장
127.0832769,37.6524538,영신간호비즈니스고등학교,(중계본동) 2층 교무실
127.057235,37.56258659,서울도시철도공사,본사건물 1층 로비
126.884702,37.50938876,신도림3차동아아파트,신도림3차동아아파트 관리동 1층
126.8670867,37.49821221,서울시설공단(고척돔구장),고척스카이돔 내야2층 3루측 D게이트 출입구 부근
127.1234478,37.49610061,경찰병원,1층로비
127.1778381,37.56964926,강동중학교,1층보건실
126.9616295,37.54708265,구립용산노인데이케어,1층 데이케어 센터 내
127.083239,37.6387805,노원구서비스공단,(공릉2동) 불암산배드민턴장 2층 안내데스크 옆
126.8256234,37.53761857,서울금융고등학교,금융고등학교 현관로비
127.0667665,37.50835577,강남운전면허시험장,2층 민원홀 중간 벽면
126.8441197,37.52477811,신월2동주민센터,1층 민원실
126.9655313,37.54688653,숙명여대기숙사,기숙사 명재관 로비
126.9451459,37.50768074,신동아리버파크,705동 1층 현관로비
126.8644121,37.50140954,고척청구아파트,고척청구아파트 관리사무소
127.1044914,37.60457653,동원초등학교,1층교무실앞
126.8568309,37.49166973,개봉동성당,개봉동 성당 1층 사무실 내
126.9424483,37.51295784,동작경찰서,112종합상황실 출입문
127.0944502,37.51258241,송파YMCA,1층 출입문 내부
126.968575,37.5746552,풍림스페이스본,1단지 방재실
127.1339613,37.49234006,가락프라자아파트,2층 관리사무소
126.9796747,37.56987515,공안과의원,본관 4층 입구 엘리베이터 옆 벽 설치
126.9774668,37.51923499,강촌아파트,관리사무소 입구
127.1198801,37.50036334,신가초등학교,중앙현관
127.1130667,37.51482036,방이중학교,본관1층 중앙현관
126.8760403,37.53275919,서울양천우체국,양천우체국 1층
126.9464379,37.58617995,국민건강보험공단,4층 보험급여4파트 앞
127.1340554,37.51842945,세륜초등학교,교무실
126.8360675,37.51350833,푸른마을2단지아파트,204동
126.8360675,37.51350833,푸른마을2단지아파트,야간휴게실
126.8258211,37.54987605,마곡수명산파크6단지,관리사무실
126.8481334,37.50040944,개봉푸르지오,개봉푸르지오 관리사무실 내
126.8211957,37.57038301,마곡푸르지오아파트,관리사무실
127.1301783,37.54605846,강동초등학교,본관중앙현관
127.0814125,37.51499959,잠일초등학교,1층 중앙현관
127.1000261,37.60209367,새한택시,1층 배차실 안
127.0843491,37.63862474,노원구서비스공단,(공릉2동) 불암산테니스장 휴게실 안
127.0114988,37.63157303,유현초등학교,보건실 내
126.9682807,37.55314654,(재)국립극단,백성희？장민호 극장  입구 휴게 공간 내부
126.9616295,37.54708265,구립용산노인요양원,3층 간호사 스테이션
126.8607943,37.52029037,신정1지구대,이호광
127.1211168,37.50145409,석촌중학교,본관1층 보건실앞
127.120358,37.53318459,영파여자중학교,본관1층 중앙현관
127.1079234,37.60655562,양원역,2층역무실옆
126.8422626,37.52584247,서울신강초등학교,신강초등학교 교무실
126.9094157,37.57444443,가재울고등학교,2층 행정실과 교무실 사이
127.0254189,37.5725312,서울풍물시장,풍물시장정문
127.0252323,37.57307634,서울풍물시장,풍물시장후문
127.0458851,37.65878835,창4동성당,1층 로비
127.04406,37.66185238,창동대동아파트,1층 관리사무소
127.0496964,37.6860027,서울누원초등학교,체육관 1층 출입문 옆
127.0332469,37.64959536,신도봉중학교,1층 중앙현관 교무실 앞
127.0165734,37.63848074,우이감리교회,우이교회사회교육관 3층
127.1064637,37.60584697,송곡고등학교,1층보건실앞
127.0915312,37.60446476,신현중학교,2층 보건실 옆
127.0862691,37.57450893,용마중학교,1층 학부모회의실 옆
127.0576877,37.66508643,태릉영업관리소,(상계8동) 마들역
127.0956726,37.49906365,배명중학교,1층 보건실
126.8587029,37.49676807,남현교회,남현교회 행정실 (1층 로비) 내
127.0270014,37.62589744,강북메디칼약국,약국 내부 벽면(우측)
126.858225,37.51025766,양천어르신종합복지관,1층 안내데스크
127.01374,37.62119568,미양초등학교,중앙현관 거울 옆
127.028253,37.62838297,신일고등학교,행정실 안
126.8442559,37.51604582,서울신남초등학교,서울신남초등학교 보건실
127.0970432,37.59328087,혜원여자고등학교,본관 1층 엘리베이터 앞
127.0706988,37.64815891,노원구서비스공단,(중계1동) 지하1층 데스크 홀
126.9430081,37.55855384,신촌지구대,1층 소내 우측벽면
127.0077601,37.56471935,케이와이개발(주),호텔 1층 프런트
126.8670867,37.49821221,서울시설공단(고척스카이돔),고척스카이돔 외야3층 3루측 F게이트 출입구 부근
126.8631506,37.49857893,고척우성현대아파트,고척우성현대아파트 관리사무실 입구
126.8648415,37.50157221,고척동아한신아파트,고척동아한신아파트 경비실 내
126.8936625,37.49153923,럭키아파트,럭키아파트 정문 경비실 내
127.0809952,37.6007748,장안중학교,중앙현관 방송실 앞
126.8360675,37.51350833,푸른마을2단지아파트,관리실
127.0743341,37.55277421,장안초등학교,중앙현관
126.9082146,37.47199234,서울정심초등학교,중앙현관 입구
127.0814631,37.64769427,수암초,(중계본동) 보건실 앞 복도
127.0689414,37.62992402,용원초,(공릉1동) 교무실내
127.0850611,37.62310204,태릉초,(공릉2동) 교무실 앞 복도벽면
127.0565897,37.61931336,광운중,(월계1동) 보건실 내
127.0540684,37.67256268,노일중,(상계1동) 교무실 안
127.1038497,37.64473588,삼육대학교,(공릉2동) 체육관내 보건실
127.0099604,37.52974241,한남역(경의중앙),역사무실 옆벽면
127.1051467,37.60668787,송곡여자고등학교,3층 보건교육실 옆
126.9231208,37.58022772,명지대학교,경상관 1층 보건의료센터
126.9107337,37.45258648,전진상사회복지관,2층 로비
126.8909902,37.58112504,문화방송,경영센터1층 로비 방송센터입구 게이트옆
127.0752169,37.49418327,대청아파트,관리사무소 1층 경로당 현관입구(좌측)
127.1180583,37.52409581,여성축구장,관리사무실
126.9712366,37.54162532,남영역(경의중앙),맞이방 벽면
127.013421,37.59823941,정덕초교,보건실
126.9538623,37.53942498,도화현대1차아파트,107동 3~4라인 로비
127.0077189,37.60377561,정수초교,1층중앙복도
127.0003352,37.61203253,청덕초교,보건실내
127.1302584,37.48278992,문현초등학교,1층 중앙현관 앞
127.113605,37.49981091,중대초등학교,1층 중앙현관
127.1287595,37.51063626,오금대림아파트,관리동 노인정
127.144221,37.48122172,위례동주민센터,1층입구
127.1272177,37.50187656,송파경찰서유치장,유치장
126.9799234,37.57084467,공안과의원,대합실 벽면
127.0268808,37.65572366,세그루패션디자인고,보건실 앞 복도
127.0783425,37.51588465,신천중학교,1층 보건실 앞
127.1384397,37.47788995,송례초등학교,1층 중앙현관
127.1047253,37.52255325,잠현초등학교,본관1층 행정실 옆
127.1465492,37.48772278,거원중학교,본관1층 현관
126.8360675,37.51350833,푸른마을2단지아파트,203동
126.8865593,37.48987838,구로구시설관리공단,구로구시설관리공단 1층 사무실 내
127.1336141,37.55636925,신암중학교,1층보건실옆
127.0707904,37.53802704,더클래식500,B1F 스파골프 프런트 왼쪽 벽면
126.9815318,37.54866239,영락애니아의집,본 시설 2층 중앙 의무실
127.1292872,37.49656559,가주초등학교,보건실 내
127.1266941,37.48517967,문정고등학교,교무실 내
126.99005,37.51995392,서빙고역(경의중앙),선상역사 고객지원실
127.0592721,37.53950922,경수중학교,본관1층 방송실 앞
127.0248432,37.59462638,개운중,본관3층교무실옆
127.0557918,37.6186362,남대문중,본관 1층 체육부 실
127.0093433,37.48015833,서울신중초등학교,보건실 앞
126.9450848,37.59719306,유원홍은아파트,2동 엘리베이터 앞
127.0551836,37.68450193,수락초,(상계1동) 보건실 내
127.0627678,37.64398283,중원초,(중계23동) 보건실 내
127.0771573,37.55127224,광나루안전체험관,1층 로비 안내실 앞
126.9732987,37.52135688,용산구청소년수련관(용산구시설관리공단),5층 푸르미르
127.0843709,37.61779392,원묵중학교,2층 현관
127.0121601,37.5880223,삼선SK아파트,통합경비실
127.0246218,37.58227562,대광맨션아파트,정문초소
126.8574334,37.49830186,고척삼환로즈빌,고척삼환로즈빌 관리동 1층
127.0793713,37.59008654,중목초등학교,1층보건실앞
127.1502481,37.55505902,배재중학교,1층시청각실 옆
127.0698122,37.51425018,탄천주차장,탄천주차장 사무실 내
127.0803126,37.54300708,구의초등학교,보건실 앞 복도
127.0221612,37.48529597,서일초등학교,중앙현관
127.0801947,37.56607359,중마초등학교,본관 화장실옆 현관 벽측
126.9195077,37.58803512,응암보건지소,1층 입구
126.9654486,37.57904758,배화여자대학교,필운관1층 로비
127.0060225,37.57666665,종로노인종합복지관,1층로비
127.0916241,37.59833282,상봉동 이노시티,이노시티 C동 3층 오다헤어 앞
127.0963055,37.58321558,면목중학교,제1교무실
127.0554895,37.62114064,광운중,(월계1동) 2층 생활지도부 내
126.9710695,37.55239402,한국철도공사서울역,경의선 승강장 내
126.950593,37.53500155,리버힐삼성임대아판트,관리사무소 내
126.9527025,37.5626955,중앙여자중학교,상담실옆 복도
126.989703,37.53239253,용산구보건소,용산구 보건소 1층
127.0478865,37.54929923,성수쌍용아파트,관리사무소
127.0358679,37.65650062,백운중학교,1층 현관
127.1244047,37.55002187,신암초등학교,본관1층 교무실옆
127.1161666,37.52103247,올림픽공원,우리금융아트홀 1층 공연장 로비
126.9876718,37.53647807,이태원초등학교,본관2층 교무실 앞
127.1178024,37.50525248,송파삼성래미안아파트,정문 경비실
127.1323086,37.48363459,송파파인타운3단지,경로당 출입구 옆
127.1468274,37.49353933,거마도서관,4층 도서관출입구
127.0850611,37.62310204,태릉초,(공릉2동) 보건실 출입문 좌측벽면
126.9832865,37.49468897,방배경찰서,경찰서 민원실
126.8360675,37.51350833,푸른마을2단지아파트,202동
126.8360675,37.51350833,푸른마을2단지아파트,205동
126.9493545,37.58610916,홍제2동주민센터,1층 왼쪽 벽
127.0143674,37.57350163,종로구보건소,동부진료소 내부
127.0253158,37.55896493,행당역풍림아이원@,관리사무소
127.0220918,37.6178076,천주교송천동성당,1층 로비
126.9073831,37.59229333,서신초등학교,2층 교장실 앞
126.8602955,37.52330273,서울영상고등학교,기숙사
126.8652091,37.51100074,서울교통공사신정차량사업소,경비팀 입출장 사무실 내부
127.1315713,37.50938617,오금초등학교,보건실 앞
127.094066,37.60292027,중화초등학교,중앙현관1층 계단옆
126.9480383,37.55770202,대신초등학교,1층 중앙현관
127.1068221,37.54599901,광진구민체육센터,2층 헬스장 입구
127.0663439,37.63896059,노원구서비스공단,(중계23동) 1층 노원구서비스공단 본부 입구
127.1068221,37.54599901,광진구민체육센터,1층 접수처 옆
126.975898,37.61350769,학산도서관,도서관 현관 벽
126.965508,37.5386613,용산606전투경찰대,606중대 내
127.0267587,37.65649854,선덕고등학교,1층 행정실 앞
127.1343666,37.53676988,동신중학교,3층 보건실
126.8961381,37.5590481,마포구민체육센터,구민체육센터 건물1층 안내데스크 뒷 벽
126.8507672,37.51126089,신트리아파트4단지,관리사무실
126.9697164,37.54039598,용산더프라임,103동 1층 로비
127.0453528,37.52877545,청담중학교,본관 2층 보건실앞 복도
127.0564653,37.49652913,단국대학교사범대학부속중학교,교무실 옆
127.0655669,37.48688726,경기여자고등학교,본관 1층 중앙현관 복도 보건실 앞
126.8433039,37.56019353,등명중학교,현관
126.8717495,37.55426326,염창중학교,본관1층 중앙현관
126.8470796,37.56902103,동양고등학교,보건실
127.0183864,37.65304487,효문고등학교,1층 현관
127.0923834,37.55312187,광진소규모요양시설,2층 소규모요양시설 현관 좌측상단
127.0920238,37.54097669,광진원광실버센터,실버센터 4층 3호실
126.8667807,37.504973,산업인아파트,산업인아파트 관리사무소
127.0834355,37.61253191,태릉중학교,1층엘레베이터앞
127.0455138,37.66888579,방학ESA1단지아파트,101동 현관
126.9808598,37.52117094,국립한글박물관,2층 안내 데스크
126.8638564,37.51597633,양천구시설관리공단(해누리타운),1층 당직실 내
126.9053628,37.57110397,한국우진학교,1층 중앙 복도
126.8860309,37.49532355,보광아파트,보광아파트 관리사무소 내
126.9451235,37.50742484,신동아리버파크,708동 1층 현관로비
126.8807692,37.50737381,신도림5차e편한세상아,신도림5차e편한세상아파트 후문 경비실 내
127.0457191,37.67098049,도봉중학교,보건실 앞
126.8888402,37.50424258,구로우성아파트,구로우성아파트 관리사무실 입구
127.0831709,37.59798021,상봉초등학교,1층 중앙현관 교장실 앞
126.8721201,37.52280796,서울목동초등학교,보건실앞 복도
127.0756507,37.50589788,아주초등학교,본관1층 보건실
127.1423326,37.49179328,송파공업고등학교,중앙현관
127.0810451,37.57994022,홈플러스 면목점,1층 고객센터 옆
126.9694749,37.52221732,한강대우아파트,관리사무소 입구
127.0748925,37.59501969,중랑역,1층 맞이방
127.0582991,37.64416172,노원구서비스공단,(상계67동) 마들테니스장
126.9852531,37.54288492,보성여자고등학교,신관1층 입구
126.9528611,37.46897227,보성여자고등학교,3층 안내데스크 앞
126.9456203,37.5958238,홍은벽산아파트,112동 3.4라인 입구
126.8126822,37.57989511,방화동성아파트,102동 1라인 1층 현관입구
127.0577729,37.52339285,청담자이아파트,102동 1층 공동현관 로비
127.0572983,37.52410938,청담자이아파트,105동 1층 공동현관 로비
126.8940775,37.46672582,성신고려요양병원,4층 간호사실
127.0791274,37.65917798,미래산업과학고등학교,(중계4동) 보건실
127.0640116,37.65542217,자생한방병원,(상계2동) 8층 영상의학과
127.022756,37.65667597,방학우성2차아파트,관리동 1층
126.8601996,37.50921814,목동고등학교,목동고등학교 중앙현관
126.8294769,37.542677,서울특별시학생체육관강서분관,3층 수영장 카운터(수영장 입구)
127.0275323,37.50480705,르메르디앙,1층 Front Desk(로비)
127.0138618,37.54513831,래미안옥수리버젠아파트,107동 지하1층 방재실
127.0431072,37.65258568,창동주공2단지아파트,204동
127.0902766,37.49292753,수서1단지에스에이치빌,단지 내
127.0461394,37.68886294,도봉산역(한국철도공사),도봉산역(1호선) 고객지원실 앞(인천방면 시계 밑)
127.0553507,37.6774562,태릉영업관리소,(상계1동) 수락산역
127.1742322,37.55528556,강동유소년스포츠센터,1층 안내데스크 옆
126.8573605,37.56039515,강나루현대아파트,제1경비실
127.0857783,37.56508488,강나루현대아파트,성인외래 응급카트
126.8972708,37.5682897,홈플러스월드컵점,지상1층 고객센터 옆 비치
127.018448,37.55853733,신당삼성아파트(임대),관리사무소
126.9582759,37.6111602,북한산국립공원구기분소,구기분소(향로봉지킴터)
126.8865434,37.50936171,신도림4차이편한세상아파트,휘트니스센터 내
127.0469495,37.51325956,서울삼릉초등학교,중앙 현관
127.1440107,37.48950449,거여4단지아파트,402동 경비실 앞
126.9293238,37.60274559,은평구청,은평구청 1층 로비
126.9582759,37.6111602,북한산국립공원구기분소,구기분소(구기탐방지원센터)
126.9269799,37.54687529,래미안밤섬리베뉴2차,정문경비초소
127.0155063,37.62829614,한빛맹학교,1층 교무실
126.9618596,37.4774387,관악구장애인종합복지관,6층 E/V홀 소화전 위
126.9845452,37.48891909,서문여자고등학교,보건실 앞 복도
127.051636,37.64649387,창동주공18단지아파트,1811동
127.0523187,37.64727111,창동주공18단지아파트,1809동
126.9618596,37.4774387,관악구장애인종합복지관,2층 E/V홀 소화전 위
127.0687696,37.60075012,이문쌍용(분양),관리사무소입구
126.9618596,37.4774387,관악구장애인종합복지관,8층 장애인단체연합회 E/V 입구 벽면
127.0061697,37.494153,대검찰청,본관 1층 당직실 앞
127.0109025,37.62132887,벽산라이브파크아파트,106동과 107동 사이 관리사무소 (2층) 내
127.0535508,37.64635786,창동주공18단지아파트,1806동
127.0534043,37.64740307,창동주공18단지아파트,1804동
126.9276907,37.62156085,은평구보건소불광분소,진료실 2층
127.0668713,37.58008245,배봉초등학교,B동 1층 중앙현관
127.0441615,37.55764573,한양대학교관재팀,학생회관 3층
126.8901381,37.5168975,구립영등포노인케어센터,1층 사무실 내
126.8559473,37.5207747,목동힐스테이트아파트,관리사무소 입구 지하 1층(103동 104동 사이)
127.0061697,37.494153,대검찰청,별관1층 왼쪽 로비
126.842568,37.48385247,천왕파출소,1층 사무실 관리반 자리 뒤쪽
127.1279921,37.48517106,문덕초등학교,본관1층 시청각실 맞은편
127.0542311,37.64688012,창동주공18단지아파트,1802동
127.0410307,37.58578854,정화여자중학교,4층 교무실 앞
126.9144347,37.61034909,예일초등학교,3층 소강당 앞
127.0757635,37.5785598,은석초등학교,보건실 앞 복도
127.04425,37.56186056,한양대학교사범대학부속고등학교,본관1층 교무실
126.8901381,37.5168975,구립영등포노인케어센터,2층
127.0502266,37.58958357,청량중학교,본관 1층 중앙현관
127.1175946,37.49681207,가락우성아파트,관리사무실 앞 공터
127.0061697,37.494153,대검찰청,NDFC 1층 로비왼?
127.0652195,37.64690835,중계주공1단지(임대),(중계2.3동) 관리사무소
127.0507412,37.59377476,경희의료원,치과병원 현관 1층 안내센터
127.0310784,37.60149406,종암삼성래미안아파트,정문초소
127.0334042,37.6592561,쌍문금호1차아파트,3동
127.0554286,37.56880432,답십리초등학교,2층 교무실 옆
127.0310784,37.60149406,종암삼성래미안아파트,중문초소
127.0310784,37.60149406,종암삼성래미안아파트,후문초소
126.8500301,37.56983571,영등포공업고등학교,3층
127.0292028,37.62384627,서울화계초등학교,2층 보건실 앞
126.9747253,37.56463401,서울특별시청,서울특별시의회 의원회관 1층
127.1188644,37.49313829,KB저축은행,1층로비
127.030726,37.65866714,쌍문현대1차아파트,관리실
127.030726,37.65866714,쌍문현대1차아파트,관리실
126.8132495,37.57942749,방화동성아파트,101동 1라인 1층 현관입구
126.8123889,37.57949821,방화동성아파트,105동 1라인 1층 현관입구
126.8115949,37.58010962,방화동성아파트,110동 1라인 1층 현관입구
127.031279,37.65851112,쌍문현대1차아파트,4경비실
127.0507412,37.59377476,경희의료원,경희대학교병원 본관1층 안내센터
127.0507412,37.59377476,경희의료원,경희대학교병원 지하1층 물리치료실
126.9220252,37.52781777,한국산업은행별관,1층 방재실
126.8894139,37.52628887,당중초등학교,본관중앙현관
126.9765467,37.56756803,서울특별시청,서울특별시의회 본관 1층
126.9488093,37.54896868,염리삼성래미안아파트,103동 1~2라인
126.8856977,37.53287345,서울경인초등학교,경인초등학교 중앙현관
127.0415437,37.65323495,창동주공2단지아파트,201동
127.0333757,37.65877183,쌍문금호1차아파트,2동
127.0333535,37.6597449,쌍문금호1차아파트,5동
127.0338634,37.65955555,쌍문금호1차아파트,6동
127.0339198,37.659069,쌍문금호1차아파트,7동
127.0288726,37.62519423,서울애화학교,언어치료실(별관복도)
126.8948515,37.53390189,선유고등학교,1층 안내실 앞
127.0904859,37.62777233,서울여자대학교,(공릉2동) 학생누리관 2층 보건실
127.0659267,37.561627,지혜병원,입구 안쪽 우측
126.8122071,37.57975019,방화동성아파트,103동 1라인 1층 현관입구
126.8113921,37.57969484,방화동성아파트,108동 1라인 1층 현관입구
127.0857783,37.56508488,방화동성아파트,소아외래 응급카트
126.9161064,37.52610497,KBS공개홀,2층 출연자대기실 안내데스크
127.046909,37.66510923,대상타운현대아파트,관리동 1층 현관
127.0857783,37.56508488,대상타운현대아파트,22병동 응급카트
127.0262217,37.50849066,서울논현초등학교,본관 1층 보건실 내
127.0322425,37.65894333,쌍문현대1차아파트,3경비실
127.0258162,37.50030962,메이드영성형외과의원,수술방 2 책상위
126.8120953,37.5791914,방화동성아파트,106동 3라인 1층 현관입구
126.9058414,37.49565455,영등포구보건소분소,민원실 출입구 좌측
127.0880308,37.47024408,LH강남힐스테이트5단지아파트,505동 경비실 정문
127.0522258,37.65062281,창동주공19단지아파트,1901동
127.0522258,37.65062281,창동주공19단지아파트,1902동
127.0523422,37.65176431,창동주공19단지아파트,1904동
127.0516038,37.64910673,창동주공19단지아파트,1907동
127.0384381,37.65773179,도봉구보건소,구급차
